enrollDate,enrollChannel,referralCode,enrollSource,enrollIncentive,enrollLocation,status,program,type,firstName,lastName,acquisitionDate,acquisitionChannel,dob,gender,address,city,state,country,email,cellPhone,zipCode,socialId,canPreview,mergePendingFlag,unMergePendingFlag,synchronousMergeFlag,lastActivityDate,structureVersion,org,tiers,badges,purses,streaks,trans,rewards,events,activities,offers,segments,memberSegments,preferences,tierHistory,pendingIds,memberPreferences
1692756357021,Online,y692kzjxgq,Referral,Freebie,e0df54c7-da86-4fe2-bf94-da3d745df6ed,Active,a60f2a84-0a7d-4217-bab7-96e8356724aa,Type1,Ignatius,Friesen,1696467242346,Online,1704204820050,Male,145 Vernon Locks,Bristol,Iowa,Indonesia,Leland_Kuvalis27@yahoo.com,1-541-607-7278,41672,2ccut9rywu,1,1,,,1691991997921,57942,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1702523000237,Online,xuobks5g7i,Website,Discount,6194875a-ba43-444d-aaee-e8e34ec83569,Active,38583f8d-8251-4414-9672-c392d6a80d8e,Type1,Wilhelmine,Harvey,1699967071174,Online,1684840067203,Male,799 Padberg Forges,East Lorenzaborough,Mississippi,Guinea,Dayton.Sawayn70@gmail.com,(780) 225-8806 x738,48445-6770,0jg0pmp29d,1,1,1,,1708610387163,75565,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1709765892095,In-Person,gbc6126ldp,Social Media,Cashback,f3eb543c-6303-4bd0-8b21-4a91dd15ec09,Active,d51a0e42-8789-4765-8fa7-e3d09429c343,Type2,Johnpaul,Dickinson,1707479136242,Online,1687555802271,Male,86014 Earlene Pass,Grahamstad,Connecticut,Croatia,Fern.OKeefe@yahoo.com,1-789-547-4918 x556,88026-6300,nmkzmtwzfn,,1,,,1701784013434,63552,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1707434512751,In-Person,54ryayve2w,Referral,Cashback,2c990869-411b-4404-8a0f-db382df1c597,Active,4e6c468d-7525-4b0c-bafc-6cc52733eabc,Type2,Rigoberto,Gaylord,1702715825111,In-Person,1709972603722,Male,45189 Darrick Fields,West Kamilleburgh,Ohio,French Polynesia,Chanelle.Leffler@yahoo.com,540.458.8332,75097-7167,yn2a1wmh25,1,,,1,1696401387455,27397,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1691936842731,Phone,rkfvd2ed6f,Social Media,Freebie,331da91e-cfde-49d9-954e-3f77f856ccce,Active,305f6ca7-1759-48a9-9bdd-ff84c7489a84,Type3,Trent,Borer,1684382241194,In-Person,1696683588394,Female,6739 Glover Island,West Alexandroview,Texas,Uzbekistan,Emily.Skiles@gmail.com,1-849-815-4000 x65210,47023,azhdbkutwa,1,,1,1,1710269051097,67327,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1690728150570,Online,rgbchl847u,Website,Freebie,d55c6c62-9553-429e-a4b9-13421422a774,Active,d85b890f-29ce-4878-813c-5a8cd22151e7,Type1,Oscar,Prosacco,1683987259581,Online,1696769880270,Female,112 August Grove,Albany,Kentucky,French Guiana,Aurore_Becker@yahoo.com,(489) 568-2898 x2507,58623,9es5kk5jn0,1,1,1,,1688378542136,42289,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1708839497571,Phone,yajdbntvvz,Referral,Discount,aa5364c3-c3b0-44a8-8513-8f76127c919a,Active,8ff85f33-8a6f-417d-a30a-ea23f6217fa0,Type3,Miles,Simonis,1690359692433,Phone,1705318484593,Female,9395 Janis Curve,North Tamara,Arkansas,British Indian Ocean Territory (Chagos Archipelago),Kari_Trantow69@gmail.com,917.241.6597 x69506,14646-5272,446h1cbmrk,1,1,1,,1689539880062,48908,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1689856623344,In-Person,h0arqu3usv,Social Media,Cashback,5bfad4ad-630e-4995-8b49-ecc23263986e,Active,b83f5225-17ad-433e-83fa-1ea9f921ad1e,Type1,Tate,Dicki,1702700080596,Online,1697324740810,Male,9156 Lincoln Lodge,Cicero,Montana,Myanmar,Kaelyn_Murazik@yahoo.com,(441) 295-9045,15240,cc1cxu2qov,,,,1,1705705729316,55692,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1687327311645,Online,ca2q0cewzb,Referral,Freebie,a0163dbb-d5f0-4606-abac-04744b5b492e,Active,51713fab-4934-4a40-a1d5-4cb5d77c7598,Type1,Freda,Torphy,1694069186765,In-Person,1700022374680,Female,4999 Stoltenberg Circles,East Honolulu,Rhode Island,Belgium,Barton.Abbott@hotmail.com,803-336-4984 x182,31870-8897,2maynpcakt,1,,1,1,1684006609407,73547,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1686234422700,Online,wdjvq53kog,Social Media,Cashback,280155fa-b44f-42f5-a9b0-a578d9555887,Active,d58f4e28-885d-4f29-bdd0-766e45f5e08f,Type2,Xander,Parisian,1702244117677,In-Person,1688865345755,Male,67931 Benjamin Pike,Strosinland,Hawaii,Jordan,Anabel.Ledner5@yahoo.com,1-526-485-9065 x2102,21720,4co5m6ifmt,,1,1,,1687575028674,33378,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1708118393904,In-Person,xzep1s822w,Website,Discount,6093f0a1-cbcd-415c-bf33-24877b47850d,Active,531b2e6d-b33b-4dd7-8e2f-966497fdf6b8,Type2,Elena,Lynch,1690337306635,Online,1683457560922,Female,625 Conn Course,Lake Lewland,Wyoming,Djibouti,Rex_Effertz38@yahoo.com,383-235-4112,45221-5523,vknwddjxev,1,1,1,1,1688903801915,38768,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1693499145083,Phone,tlehljq323,Referral,Freebie,87749bb8-5a26-402f-ba2a-7369e70ca819,Active,04364334-eb13-4cdc-83ed-6207d8ec8f1e,Type2,Pierre,Johnston,1709536332568,In-Person,1695179656873,Female,14879 Feeney Tunnel,Konopelskiberg,New York,Grenada,Lucienne_Hansen@gmail.com,476-201-8480 x587,56188,2nxat6wvj3,,,,1,1693174695368,32894,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1701478717699,Online,bgk70ygp09,Website,Freebie,de612142-7e2d-401c-8527-76bf6afa32fe,Active,c1517903-152a-4b6d-8ec8-69d5d4f1cbf2,Type2,Kane,Stracke,1698668575533,In-Person,1687245663349,Female,83561 Wehner Hollow,Santa Clara,Vermont,American Samoa,Kaylah22@hotmail.com,945-402-4109 x537,01571,x27c2mbisi,1,,1,1,1687670569962,16156,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1690917023691,Phone,jfutu07ia1,Social Media,Discount,5ffd16c5-6661-41a7-939b-ec667bb233a0,Active,72f9b83f-a888-4d66-9a96-58aee2b7e276,Type3,Tyshawn,Mueller,1700294789878,In-Person,1698397792923,Female,878 Langosh Wells,Pearl City,South Carolina,Myanmar,Clyde61@gmail.com,(919) 502-3395,23684,4sf3ejp5uq,1,1,1,,1698255466873,34035,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1686750699829,In-Person,5h843kuhx8,Website,Discount,aa9d500c-faef-4155-b575-df583bab8a32,Active,cb078f4c-c2de-4343-a9fc-b418482ecd85,Type3,Diego,Koepp,1692375772414,Phone,1685230568033,Male,4244 Trever Mountains,Reading,Utah,Saint Vincent and the Grenadines,Justina44@hotmail.com,364.704.3413 x72907,82421,ovugcr1p88,,1,,1,1710345682096,43464,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1692448060141,Online,45v8cx4eb6,Referral,Cashback,d82688d3-77a4-41f5-b0db-4c07ae800c80,Active,1ce2b4d8-456c-4d7b-bcc5-1f0394737722,Type2,Izaiah,Yundt,1704847749070,In-Person,1692228911137,Male,235 Williamson Cove,McDermottchester,Kentucky,Western Sahara,Emanuel_Treutel@gmail.com,1-961-357-9224 x03962,41972-3393,anhp3ntcr9,,,,1,1696783350079,81624,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1699092301526,In-Person,6yejjnyvn0,Social Media,Cashback,90c90eb1-9d4b-4076-aa22-773954c970c1,Active,a8588cde-0c1f-4755-b9dd-b90059ef610a,Type1,Keira,Bogan,1693418806079,Phone,1693927738722,Female,6664 Greenfelder Park,West Melanyview,Montana,Saint Martin,Bell94@yahoo.com,1-840-395-5329,52181-0825,vpb0r5n22y,1,,1,1,1682305086567,19221,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1706244444021,In-Person,5ob4cjxiku,Social Media,Discount,698f1a92-af3b-41d9-a44a-eb4f850a4956,Active,13a26746-d7f4-441e-a35b-79a3cfd24a2f,Type3,Aubree,Ratke,1687750610844,In-Person,1685049636359,Female,31358 Hoeger Pike,Gloverstad,New Jersey,Uruguay,Jody43@yahoo.com,1-492-224-8939 x26749,36084,q89oa9c2x2,1,,1,1,1703878965948,88024,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1710516038076,In-Person,bcz42ba3ka,Website,Cashback,6c9fc673-0727-4617-a666-2e44c04a71c2,Active,d6a90f87-5232-44a2-9ed6-9789b7c763d4,Type1,Katlyn,Stark,1701984764433,Phone,1700841700537,Female,9213 Jazmin Flat,Gleasonport,Alaska,Swaziland,Ken53@gmail.com,1-333-973-7520 x11237,25460-8572,vxpolv6zua,,,1,,1701872181698,77349,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1692742746265,In-Person,ikxy0chz49,Social Media,Cashback,687ce280-030b-4516-8a1c-c6d4e0812949,Active,da1092fc-6181-45a7-a0c1-d989f4df036d,Type3,Kirstin,Zieme,1699299145932,Phone,1704696938294,Male,38740 O'Kon Stravenue,Hattiesburg,Alabama,Mauritania,Briana.Mohr@yahoo.com,566-788-0044 x1257,29543-9099,1jqr53covs,,1,1,,1707727592470,64828,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1707883115052,Online,4hwfbmndph,Website,Discount,cf5ffa3e-4568-4a61-91ed-d6cbc0b6964e,Active,153c9534-83b8-4f66-8ee5-02e45787db86,Type1,Aliyah,Doyle,1688929329484,Online,1704970760102,Male,1310 Tomas Squares,Hagenesside,Georgia,Malaysia,Joan_Gleichner@yahoo.com,(390) 270-0299 x754,64128,397gidz61o,,,1,,1697246723259,72152,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1689552743367,Phone,xn839urk6c,Social Media,Discount,de2ef16b-d529-4513-a830-09d927ae80ce,Active,3fd58b22-c99c-4422-a34f-f154d4fd295a,Type3,Dortha,Hagenes,1703270832857,Online,1697301887859,Male,677 Rowena Route,West Sonyaville,Delaware,Kenya,Cynthia3@gmail.com,203-515-2669,49785,591y6onxe5,,1,,,1704446408685,62185,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1690010505168,Phone,gxzsheu2c9,Website,Discount,68204ce1-d76f-4af1-8703-3746da6cbf5b,Active,143dc2f3-44c0-4a52-bd90-cc8d870ddb1b,Type3,Violet,Hagenes,1702638070128,Online,1686814801757,Male,726 Tania Union,Ziemebury,Vermont,Peru,Dorian73@hotmail.com,1-740-212-7348,10618-9026,vqrk73g5n6,,1,,,1703326033390,7071,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1692888217924,Phone,1ncrw4cfkp,Referral,Cashback,bb200365-027a-4c3b-9653-8c22dfb87556,Active,01ad6218-974d-43d6-a913-3d7fe32477ba,Type1,Lori,Quigley,1687302553729,In-Person,1695303488114,Male,86905 Bergstrom Green,South Vellaburgh,Connecticut,Swaziland,Haylie85@yahoo.com,1-671-390-5495 x2019,08369-5629,4t8twvt7bi,1,,,,1680393002225,95759,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1693169189264,Online,q2zkicdm8j,Website,Cashback,bbcb9787-7d1b-4580-a705-dd9ea667c4ad,Active,0e4dce20-5de2-463a-a34f-0ef04e1c19ab,Type1,Mavis,Schaefer,1702121936262,In-Person,1693221057809,Female,19468 Gulgowski Mills,Normal,Oklahoma,French Polynesia,Myrtice13@yahoo.com,1-425-714-5015 x441,06597,wy40mewaen,,,,1,1710599768469,14885,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1709316560896,Online,w2qd2ff61d,Website,Freebie,7b74de8d-a533-4fbb-8026-42345eb0a02e,Active,23594ab4-aa9b-41ea-a4df-57e1507095cf,Type2,Duane,Prosacco,1710006466453,Online,1680220544654,Male,0616 Torp Fields,Sophieside,Connecticut,Western Sahara,Adella.Abernathy10@gmail.com,510-588-4923,24633-1583,5ql1jz3wd7,,1,,,1684216403851,39889,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1703531547067,Phone,jb93wtyx7v,Social Media,Discount,b5a26d2a-f102-4905-8445-ae479d44ec33,Active,1f05bc2d-966b-4eda-b636-27198bd88ab1,Type2,Emily,Stamm,1691679708321,Phone,1686766075795,Male,2558 Hansen Square,North Tiara,Iowa,Cayman Islands,Jamel.OKon92@yahoo.com,470-664-4199,12844,jo6tq7opfh,1,1,,,1680139569124,37554,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1687491067222,Phone,sym40vd0aq,Website,Freebie,d4543308-c5c4-4f2e-9d7a-d8e0aa74974b,Active,d9541383-f938-46f0-8419-4804c28f6c46,Type3,Olen,Gusikowski,1700024966952,Online,1696497472627,Male,19858 Strosin Ways,New June,Kansas,Palestinian Territory,Caroline.Toy64@yahoo.com,292.234.7538,72398-6598,c8e40oqn6b,,,1,,1706700632520,60069,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1707819629339,Online,lv0kd7813a,Referral,Freebie,a8d33426-4db9-43b8-bd6c-8a81f8f26a33,Active,659804ee-f231-4ce6-ba85-d00ed684211c,Type2,Kariane,Hansen,1696768812030,In-Person,1697904173338,Female,83244 Freida Canyon,West Jeremieton,Ohio,Tuvalu,Rahsaan.Nitzsche59@hotmail.com,1-568-698-1464 x43577,39126,37mzjnrxst,1,1,,,1683277947708,26193,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1697396853090,Phone,8rkck85hlw,Referral,Discount,61b02bb6-95d3-4d72-835c-a75eb1caac99,Active,062b777b-ce28-4fd5-a038-7c7149e711f1,Type1,Kallie,Doyle,1702698276932,In-Person,1690571846102,Female,38236 Herzog Village,South Enidton,Pennsylvania,Uruguay,Chadd.Wunsch5@hotmail.com,(721) 560-4281 x87813,03331,8ta2j5bg9j,1,1,,,1704432462277,52576,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1681133050229,Phone,j7g82i3xvf,Referral,Discount,5a23d732-d106-4ccf-a036-3467c8e36794,Active,242f9b65-0636-4672-a533-d41e15b6a1ab,Type3,Berta,Douglas,1702774831244,In-Person,1691212775057,Female,188 Bette Fort,West Berylchester,Iowa,Austria,Milo_Hessel@gmail.com,(634) 874-6488,40462,wnalt1pcn5,1,,1,,1688221993916,72128,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1683828619543,Phone,8orte7hvr7,Social Media,Discount,cae69bb7-22e8-453f-b23b-89ca25594dfd,Active,1e97f629-452d-4f3c-975a-535e3d47ae8c,Type2,Alexie,Torp,1695113141752,Phone,1711313997068,Male,3581 Kozey Bypass,Lake Rollin,Rhode Island,British Indian Ocean Territory (Chagos Archipelago),Unique.Kshlerin@gmail.com,(374) 506-5800,17282-6338,wddh53fkkc,1,,1,,1699857455770,64193,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1707028053806,Online,6misrtppxh,Social Media,Freebie,671170b9-5371-4272-911d-92aa3ee2e4e2,Active,28d97428-6c6e-4d83-bdee-e72a5246bac2,Type2,Kathryne,Zieme,1706572391268,Phone,1700840877666,Male,56344 Herminia Prairie,Farrellland,Oklahoma,San Marino,Brenden.Schowalter51@yahoo.com,1-404-847-2148,03448-4999,dneb6hcszy,1,,,,1699169849135,97546,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1698558406857,In-Person,mspil9utb4,Referral,Cashback,96c0d973-c92e-49da-9dee-e012abc2b35a,Active,f6012475-38b5-4631-8e67-50775756a25f,Type3,Wendy,Deckow,1697897469330,In-Person,1697119319142,Female,31516 Pfannerstill Roads,Harrisonburg,Mississippi,Netherlands,Rusty79@yahoo.com,511-220-4389,32776,9i4g9qxoz1,1,1,1,,1695688814600,60124,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1700068242370,Phone,tmclrqyc7p,Social Media,Cashback,3a243f3c-6315-4bf4-b668-7aadb976825b,Active,aab4d62e-9fb2-411d-ac2c-da1b38beca30,Type3,Margaretta,Collins,1707642659004,Online,1701011014216,Female,33563 Daugherty Trail,East Bertha,Oklahoma,Martinique,Gideon.Schiller@gmail.com,746-938-5331,31919,fxf4zq9xyq,,1,,1,1680817569449,66478,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1708596184009,Online,z7x0r7yoay,Website,Freebie,020bd0ac-a9dc-473e-8f48-848ea1d69a04,Active,fa837fd3-b718-4f76-8503-6b1768c62bd3,Type2,Maximillia,Sanford,1701169367820,Phone,1707229098124,Female,474 Cole Spur,Filomenachester,Texas,Maldives,Green15@hotmail.com,908-240-0802,45565-5704,nxvod9ez7s,,1,1,1,1685369882018,20466,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1698319230720,Online,gb6ti3xad7,Website,Cashback,8bc2c3c5-b29e-4637-817f-ecf3c10890e7,Active,595b636b-170b-460b-ad08-ac84dc1af71b,Type1,Mohammad,Effertz,1686444596164,In-Person,1703570135306,Male,56364 DuBuque Lodge,Starkshire,California,Guam,Murray15@yahoo.com,1-300-280-2570 x1143,30191-7652,yn7em0evkq,1,,,,1696616624157,68046,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1711094069631,Online,z5cetijalg,Social Media,Discount,7e523f26-d1de-4aae-89a4-f9ad81ad11d8,Active,8fb5d8be-8724-4a1b-b454-5e4bbd3294e8,Type2,Name,Miller,1709257524534,Online,1690618157722,Male,0468 Reilly Expressway,Breanaton,Nevada,Tanzania,Dario.Schiller@yahoo.com,1-252-645-9330,79522-9984,126lmf8dje,1,,1,,1698389135976,46094,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1689957041705,In-Person,qyi81h02tt,Website,Discount,3f08f1fb-fb9d-4f20-bf04-907e3915cf25,Active,733fbce4-6c86-45ca-bc69-c1376f6db12f,Type1,Dasia,Koss,1701116650772,In-Person,1710830895487,Male,62504 Erik Circles,North Charlie,Idaho,Mayotte,Randall72@gmail.com,(277) 287-4974,52242-5577,t90yxa4y5i,,,,,1707527721199,82796,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1701884881950,Phone,7nzjpvmpux,Social Media,Cashback,c9141f6e-e6e1-4fc5-ae9f-4e8cf9b16f52,Active,00f20500-9ba8-4e0f-99ed-d37d5488b2ff,Type2,Earlene,Rath,1708052236385,Online,1699291145363,Female,1929 Yost Burgs,West Claudborough,Iowa,Anguilla,Baby_Stroman99@gmail.com,1-359-709-1143,12607-8683,07svecnlkd,1,1,,1,1706272866777,47866,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1687711672442,Phone,gj50fyv5ij,Social Media,Cashback,0d0adb3e-a43f-4c33-a0d1-5202c28b3e51,Active,d1a3ecb2-fdfc-4da7-b5ce-f82cf921ac8d,Type1,Vella,Rath,1707800511123,Phone,1703667718932,Male,961 Keyshawn Lights,Luettgenberg,Maine,Azerbaijan,Jaleel88@gmail.com,811-423-5378 x44906,78894,oxhxw03ski,,1,,,1683952615642,28899,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1697894476533,Online,jcger3sd9h,Website,Freebie,9e77709c-4528-41f5-9ed9-f57cc2bfa40d,Active,40fa3a09-caaa-4b06-af39-315ff7c7814a,Type3,Libby,Huels,1702584378717,Online,1694409649719,Male,4179 Dina Groves,Giovannifurt,New Hampshire,Wallis and Futuna,Hollie_Ruecker12@hotmail.com,(896) 562-8934 x627,51077,jmw5mq3s1z,,1,,1,1707699385264,64016,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1711077002772,In-Person,oyw3lgmgl0,Social Media,Cashback,e8c5a1e8-547b-4984-ba4e-a892c1e22ccf,Active,87cf50ae-8a90-4afa-b50f-3d9a5aafbec6,Type2,Patrick,Hayes,1684516098762,Online,1682786191720,Male,3993 Cortney Meadow,Blockview,California,Zimbabwe,Annabell_Roberts@hotmail.com,1-420-539-6768 x827,69201,13ia62ocvj,,1,,,1684463429160,13865,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1686724442594,Phone,07990ekeht,Referral,Cashback,3c5cbbda-4eb4-48e1-958d-6de649fc5337,Active,bd3d29b0-b431-4962-ae44-52a9c5e09ecd,Type2,Christophe,Howell,1691220054450,In-Person,1694314939310,Female,975 Lang Fort,Angelville,Nebraska,Argentina,Monica.Auer88@hotmail.com,(494) 360-8563 x99194,34076,am5czl6o0e,,1,1,1,1703216445800,88874,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1702617953169,In-Person,5r3gabx344,Social Media,Freebie,d14f20d1-52a0-4430-bb48-6fd8f8657396,Active,2644169a-208a-4638-9ca4-e503f638e612,Type1,Lauretta,Kreiger,1701009379520,Phone,1698866828506,Male,1305 Damian Cove,Rochester,Ohio,Czech Republic,Newton_Wuckert@yahoo.com,1-654-278-7230 x298,59857-1650,vhb8zz16ps,,1,,1,1690437375835,97850,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
1690916648853,Online,ygqnc4zfqt,Website,Freebie,77e2369b-5bc3-4596-914c-672160e672ee,Active,1147b68a-f9f8-4ecc-a35f-74096fb7f454,Type2,Pamela,Schimmel,1691919311893,In-Person,1686158562303,Female,513 Sipes Islands,Mitchellmouth,Washington,Bolivia,Curt_Ruecker54@hotmail.com,363.378.4744 x282,75618-4130,q0tsznk1gy,1,1,,,1686402923763,14558,YourOrgName,[],[],[],[],{},[],[],[],[],[],[],[],[],[],[]
